date,temperature
01/10/2014,26.13888889
01/11/2014,20.05555556
01/12/2014,20.51666667
01/01/2015,16.18888889
01/02/2015,18.16666667
01/03/2015,20.15
01/04/2015,26.03888889
01/05/2015,27.33888889
01/06/2015,27.78333333
01/07/2015,28.1
01/08/2015,29.12222222
01/09/2015,28.1
01/10/2015,27.17777778
01/11/2015,23.91666667
01/12/2015,21.54444444
01/01/2016,17.88333333
01/02/2016,20.40555556
01/03/2016,23.37777778
01/04/2016,25.33888889
01/05/2016,27.71666667
01/06/2016,28.55555556
01/07/2016,28.91666667
01/08/2016,28.67222222
01/09/2016,28.06666667
01/10/2016,26.8
01/11/2016,23.42777778
01/12/2016,21.26111111
01/01/2017,21.06111111
01/02/2017,23.52777778
01/03/2017,23.94444444
01/04/2017,25.99444444
01/05/2017,27.47777778
01/06/2017,29.07777778
01/07/2017,27.98888889
01/08/2017,29.28888889
01/09/2017,27.26111111
01/10/2017,25.25
01/11/2017,23.34444444
01/12/2017,19.58888889
01/01/2018,16.03333333
01/02/2018,21.72222222
01/03/2018,22.86111111
01/04/2018,24.35555556
01/05/2018,27.69444444
01/06/2018,28.55
01/07/2018,29.27777778
01/08/2018,28.48888889
01/09/2018,28.07777778
01/10/2018,25.28333333
01/11/2018,21.11666667
01/12/2018,19.76666667
01/01/2019,19.46111111
01/02/2019,21.24444444
01/03/2019,20.68333333
01/04/2019,24.18888889
01/05/2019,28.22777778
01/06/2019,29
01/07/2019,28.97222222
01/08/2019,30.04444444
01/09/2019,28.83333333
01/10/2019,26.12222222
01/11/2019,21.79444444
01/12/2019,20.63333333
01/01/2020,20.63888889
01/02/2020,20.32777778
01/03/2020,24.39444444
01/04/2020,27.15555556
01/05/2020,27.77777778
01/06/2020,28.50555556
01/07/2020,29.36111111
01/08/2020,29.12777778
01/09/2020,27.78333333
01/10/2020,26.57777778
01/11/2020,24.14444444
01/12/2020,18.97777778
01/01/2021,17.61111111
01/02/2021,19.10555556
01/03/2021,22.87222222
01/04/2021,24.99444444
01/05/2021,27.73888889
01/06/2021,27.61666667
01/07/2021,28.58888889
01/08/2021,29.11666667
01/09/2021,28.24444444
01/10/2021,27.17222222
01/11/2021,23.41666667
01/12/2021,23.44444444
01/01/2022,18.97222222
01/02/2022,18.11111111
01/03/2022,21.41111111
01/04/2022,25.95555556
01/05/2022,28.56666667
01/06/2022,28.04444444
01/07/2022,29.01666667
01/08/2022,29.67777778
01/09/2022,27.45555556
01/10/2022,25.52777778
01/11/2022,22.08888889
01/12/2022,20.27222222
01/01/2023,21.71111111
01/02/2023,20.92222222
01/03/2023,23.96111111
01/04/2023,24.96111111
01/05/2023,27.43888889
01/06/2023,29.9
01/07/2023,29.79444444
01/08/2023,29.85
01/09/2023,30.3
01/10/2023,26.9
01/11/2023,22
01/12/2023,20.8
01/01/2024,19.73
01/02/2024,21.76
01/03/2024,24.51
01/04/2024,26.1
01/05/2024,29.86
01/06/2024,29.04
01/07/2024,27.92
01/08/2024,28.61
01/09/2024,28.06
01/10/2024,26.12
01/11/2024,25.51
01/12/2024,22.61
01/01/2025,18.46
01/02/2025,21.02
01/03/2025,24.19
01/04/2025,25.52
01/05/2025,28.35
01/06/2025,27.63
01/07/2025,27.77
